Date,Open,Max,Min,Close,Volume
2014-01-01 00:00,1.37883,1.37883,1.37883,1.37883,0
2014-01-02 00:00,1.37551,1.37747,1.36293,1.36716,76294
2014-01-03 00:00,1.36699,1.36723,1.35821,1.35869,65499
2014-01-04 00:00,1.35869,1.35869,1.35869,1.35869,0
2014-01-05 00:00,1.35869,1.35869,1.35869,1.35869,0
2014-01-06 00:00,1.35919,1.36526,1.35712,1.36277,61506
2014-01-07 00:00,1.36271,1.36559,1.35964,1.36149,57508
2014-01-08 00:00,1.36134,1.36346,1.35532,1.35748,64931
2014-01-09 00:00,1.35747,1.36328,1.35483,1.36083,71190
2014-01-10 00:00,1.36077,1.36869,1.35726,1.36648,66151
2014-01-11 00:00,1.36648,1.36648,1.36648,1.36648,0
2014-01-12 00:00,1.36648,1.36648,1.36648,1.36648,0
2014-01-13 00:00,1.36777,1.36846,1.36373,1.36705,52852
2014-01-14 00:00,1.36701,1.36991,1.36488,1.36786,52711
2014-01-15 00:00,1.3678,1.36812,1.35816,1.36043,54320
2014-01-16 00:00,1.36042,1.36492,1.35829,1.36193,60650
2014-01-17 00:00,1.3619,1.36208,1.35169,1.35401,56336
2014-01-18 00:00,1.35401,1.35401,1.35401,1.35401,0
2014-01-19 00:00,1.35401,1.35401,1.35401,1.35401,0
2014-01-20 00:00,1.35366,1.35677,1.35075,1.35514,40099
2014-01-21 00:00,1.35514,1.35688,1.35163,1.35606,55289
2014-01-22 00:00,1.35604,1.35834,1.35344,1.35468,50900
2014-01-23 00:00,1.35464,1.36981,1.35298,1.36961,78589
2014-01-24 00:00,1.36956,1.3739,1.36626,1.36826,77024
2014-01-25 00:00,1.36826,1.36826,1.36826,1.36826,0
2014-01-26 00:00,1.36826,1.36826,1.36826,1.36826,0
2014-01-27 00:00,1.36769,1.37164,1.36529,1.36723,66273
2014-01-28 00:00,1.36724,1.36881,1.3629,1.36703,58564
2014-01-29 00:00,1.36701,1.36845,1.36029,1.36627,85351
2014-01-30 00:00,1.36609,1.36651,1.35436,1.35542,77702
2014-01-31 00:00,1.35542,1.35723,1.3479,1.34883,84553
2014-02-01 00:00,1.34883,1.34883,1.34883,1.34883,0
2014-02-02 00:00,1.34883,1.34883,1.34883,1.34883,0
2014-02-03 00:00,1.34835,1.35352,1.3477,1.35246,72706
2014-02-04 00:00,1.35246,1.35385,1.34932,1.35177,65459
2014-02-05 00:00,1.35179,1.3555,1.34985,1.35324,67044
2014-02-06 00:00,1.35324,1.36187,1.34821,1.35893,68602
2014-02-07 00:00,1.35893,1.36418,1.35519,1.36363,62671
2014-02-08 00:00,1.36363,1.36363,1.36363,1.36363,0
2014-02-09 00:00,1.36363,1.36363,1.36363,1.36363,0
2014-02-10 00:00,1.3615,1.36512,1.3615,1.36455,44286
2014-02-11 00:00,1.36449,1.36828,1.36291,1.36376,60268
2014-02-12 00:00,1.36374,1.36524,1.3562,1.35931,63522
2014-02-13 00:00,1.35926,1.36915,1.3585,1.36796,66910
2014-02-14 00:00,1.36795,1.37145,1.36734,1.36922,58042
2014-02-15 00:00,1.36922,1.36922,1.36922,1.36922,0
2014-02-16 00:00,1.36922,1.36922,1.36922,1.36922,0
2014-02-17 00:00,1.37077,1.3724,1.36919,1.37063,37496
2014-02-18 00:00,1.37063,1.37702,1.36941,1.37582,57568
2014-02-19 00:00,1.37576,1.3773,1.37242,1.37325,48797
2014-02-20 00:00,1.37325,1.37623,1.3685,1.37181,60575
2014-02-21 00:00,1.3718,1.37582,1.3702,1.37386,48679
2014-02-22 00:00,1.37386,1.37386,1.37386,1.37386,0
2014-02-23 00:00,1.37386,1.37386,1.37386,1.37386,0
2014-02-24 00:00,1.37336,1.37712,1.37082,1.37342,48894
2014-02-25 00:00,1.37342,1.37668,1.37154,1.37446,51799
2014-02-26 00:00,1.37444,1.3757,1.36615,1.3686,58704
2014-02-27 00:00,1.36859,1.37265,1.3643,1.37092,58810
2014-02-28 00:00,1.3709,1.38243,1.36937,1.37994,73779
2014-03-01 00:00,1.37994,1.37994,1.37994,1.37994,0
2014-03-02 00:00,1.37994,1.37994,1.37994,1.37994,0
2014-03-03 00:00,1.37583,1.37924,1.3726,1.37342,62842
2014-03-04 00:00,1.37341,1.37814,1.37206,1.37426,57552
2014-03-05 00:00,1.37425,1.3749,1.37072,1.37328,54620
2014-03-06 00:00,1.37322,1.38728,1.37211,1.38604,68393
2014-03-07 00:00,1.38599,1.3915,1.38522,1.38738,60191
2014-03-08 00:00,1.38738,1.38738,1.38738,1.38738,0
2014-03-09 00:00,1.38738,1.38738,1.38738,1.38738,0
2014-03-10 00:00,1.38711,1.38976,1.38613,1.38778,42978
2014-03-11 00:00,1.38779,1.38784,1.38335,1.38585,46775
2014-03-12 00:00,1.38584,1.39142,1.38431,1.39022,51958
2014-03-13 00:00,1.39013,1.39666,1.38454,1.3872,74254
2014-03-14 00:00,1.38719,1.39371,1.38473,1.39096,67707
2014-03-15 00:00,1.39096,1.39096,1.39096,1.39096,0
2014-03-16 00:00,1.39096,1.39096,1.39096,1.39096,0
2014-03-17 00:00,1.39142,1.39474,1.38789,1.39209,47407
2014-03-18 00:00,1.39209,1.39427,1.38797,1.39335,55453
2014-03-19 00:00,1.39335,1.39337,1.38095,1.38162,59105
2014-03-20 00:00,1.38162,1.38448,1.37496,1.37797,60862
2014-03-21 00:00,1.37795,1.38105,1.37654,1.37974,46418
2014-03-22 00:00,1.37974,1.37974,1.37974,1.37974,0
2014-03-23 00:00,1.37974,1.37974,1.37974,1.37974,0
2014-03-24 00:00,1.38012,1.38752,1.37603,1.38378,54080
2014-03-25 00:00,1.3838,1.38469,1.37492,1.38258,67081
2014-03-26 00:00,1.38259,1.38275,1.37761,1.3785,55999
2014-03-27 00:00,1.37849,1.37969,1.37284,1.37411,62199
2014-03-28 00:00,1.37406,1.37728,1.37045,1.37497,53013
2014-03-29 00:00,1.37497,1.37497,1.37497,1.37497,0
2014-03-30 00:00,1.37497,1.37497,1.37497,1.37497,0
2014-03-31 00:00,1.376,1.38085,1.3721,1.37689,60427
2014-04-01 00:00,1.37691,1.38153,1.37682,1.37926,47603
2014-04-02 00:00,1.37922,1.38202,1.37529,1.37669,44100
2014-04-03 00:00,1.37666,1.3806,1.3698,1.37196,58306
2014-04-04 00:00,1.37195,1.37311,1.36725,1.37017,54477
2014-04-05 00:00,1.37017,1.37017,1.37017,1.37017,0
2014-04-06 00:00,1.37017,1.37017,1.37017,1.37017,0
2014-04-07 00:00,1.36967,1.37483,1.3696,1.37409,37008
2014-04-08 00:00,1.37412,1.38113,1.37371,1.37967,50670
2014-04-09 00:00,1.37967,1.38618,1.37798,1.38547,52031
2014-04-10 00:00,1.38545,1.38989,1.38358,1.38856,57734
2014-04-11 00:00,1.38856,1.39057,1.38632,1.38842,53445
2014-04-12 00:00,1.38842,1.38842,1.38842,1.38842,0
2014-04-13 00:00,1.38842,1.38842,1.38842,1.38842,0
2014-04-14 00:00,1.3843,1.38627,1.3808,1.38204,55923
2014-04-15 00:00,1.38204,1.3833,1.37902,1.3814,55034
2014-04-16 00:00,1.38137,1.38505,1.38034,1.3815,53104
2014-04-17 00:00,1.38152,1.38643,1.38106,1.38132,48829
2014-04-18 00:00,1.38132,1.3822,1.38082,1.38125,14384
2014-04-19 00:00,1.38125,1.38125,1.38125,1.38125,0
2014-04-20 00:00,1.38125,1.38125,1.38125,1.38125,0
2014-04-21 00:00,1.3811,1.38303,1.3787,1.37923,22862
2014-04-22 00:00,1.37923,1.38246,1.37848,1.38046,41071
2014-04-23 00:00,1.38044,1.3855,1.37999,1.38164,52171
2014-04-24 00:00,1.38164,1.38429,1.37912,1.3831,50265
2014-04-25 00:00,1.3831,1.3848,1.38266,1.38318,39508
2014-04-26 00:00,1.38318,1.38318,1.38318,1.38318,0
2014-04-27 00:00,1.38318,1.38318,1.38318,1.38318,0
2014-04-28 00:00,1.38452,1.38793,1.38146,1.38504,50827
2014-04-29 00:00,1.38496,1.3879,1.38053,1.38116,51710
2014-04-30 00:00,1.38118,1.38763,1.37688,1.38665,66648
2014-05-01 00:00,1.38665,1.38888,1.38626,1.38687,30853
2014-05-02 00:00,1.38688,1.38813,1.38119,1.3871,53205
2014-05-03 00:00,1.3871,1.3871,1.3871,1.3871,0
2014-05-04 00:00,1.3871,1.3871,1.3871,1.3871,0
2014-05-05 00:00,1.38835,1.38858,1.38642,1.38747,34588
2014-05-06 00:00,1.38744,1.39511,1.38721,1.39271,51747
2014-05-07 00:00,1.3927,1.39384,1.391,1.391,54868
2014-05-08 00:00,1.391,1.39933,1.38327,1.38392,79648
2014-05-09 00:00,1.38392,1.38441,1.37451,1.37579,60488
2014-05-10 00:00,1.37579,1.37579,1.37579,1.37579,0
2014-05-11 00:00,1.37579,1.37579,1.37579,1.37579,0
2014-05-12 00:00,1.37524,1.3775,1.37491,1.37567,41664
2014-05-13 00:00,1.37566,1.37713,1.36889,1.3703,67282
2014-05-14 00:00,1.3703,1.37306,1.36977,1.37141,55947
2014-05-15 00:00,1.37141,1.37321,1.36478,1.37091,76121
2014-05-16 00:00,1.3709,1.37266,1.36851,1.3695,49304
2014-05-17 00:00,1.3695,1.3695,1.3695,1.3695,0
2014-05-18 00:00,1.3695,1.3695,1.3695,1.3695,0
2014-05-19 00:00,1.36934,1.3734,1.36925,1.37086,51257
2014-05-20 00:00,1.37086,1.37135,1.3678,1.37007,49769
2014-05-21 00:00,1.37008,1.37232,1.3634,1.36865,61463
2014-05-22 00:00,1.36864,1.36875,1.36453,1.36553,57525
2014-05-23 00:00,1.36552,1.36587,1.36154,1.36317,53195
2014-05-24 00:00,1.36317,1.36317,1.36317,1.36317,0
2014-05-25 00:00,1.36317,1.36317,1.36317,1.36317,0
2014-05-26 00:00,1.3624,1.36542,1.36142,1.36453,31977
2014-05-27 00:00,1.36442,1.36684,1.36125,1.36339,54861
2014-05-28 00:00,1.36339,1.36376,1.35883,1.359,55535
2014-05-29 00:00,1.359,1.36254,1.35861,1.36012,53903
2014-05-30 00:00,1.36009,1.36501,1.35983,1.36339,47436
2014-05-31 00:00,1.36339,1.36339,1.36339,1.36339,0
2014-06-01 00:00,1.36339,1.36339,1.36339,1.36339,0
2014-06-02 00:00,1.36355,1.36371,1.3588,1.35961,56097
2014-06-03 00:00,1.35961,1.36476,1.35849,1.36271,58281
2014-06-04 00:00,1.36258,1.36387,1.35963,1.35983,64026
2014-06-05 00:00,1.35983,1.36695,1.35028,1.36599,99033
2014-06-06 00:00,1.36599,1.36769,1.36207,1.36435,69933
2014-06-07 00:00,1.36435,1.36435,1.36435,1.36435,0
2014-06-08 00:00,1.36435,1.36435,1.36435,1.36435,0
2014-06-09 00:00,1.36428,1.36687,1.35823,1.35933,51050
2014-06-10 00:00,1.35932,1.36018,1.3534,1.35472,64560
2014-06-11 00:00,1.35466,1.35568,1.35213,1.35308,62399
2014-06-12 00:00,1.35306,1.35717,1.35121,1.35517,72512
2014-06-13 00:00,1.35517,1.35788,1.35209,1.35395,66261
2014-06-14 00:00,1.35395,1.35395,1.35395,1.35395,0
2014-06-15 00:00,1.35395,1.35395,1.35395,1.35395,0
2014-06-16 00:00,1.35397,1.35793,1.35127,1.35728,56150
2014-06-17 00:00,1.35729,1.35869,1.35361,1.35468,54399
2014-06-18 00:00,1.35455,1.35998,1.35415,1.3595,63829
2014-06-19 00:00,1.35949,1.36431,1.35839,1.36063,65591
2014-06-20 00:00,1.36064,1.3634,1.3564,1.35992,53831
2014-06-21 00:00,1.35992,1.35992,1.35992,1.35992,0
2014-06-22 00:00,1.35992,1.35992,1.35992,1.35992,0
2014-06-23 00:00,1.3592,1.36132,1.35738,1.36037,51063
2014-06-24 00:00,1.3604,1.36275,1.35832,1.36056,54990
2014-06-25 00:00,1.36056,1.36511,1.36004,1.36282,48327
2014-06-26 00:00,1.36278,1.36411,1.35757,1.36106,54157
2014-06-27 00:00,1.36106,1.36508,1.3609,1.36468,49514
2014-06-28 00:00,1.36468,1.36468,1.36468,1.36468,0
2014-06-29 00:00,1.36468,1.36468,1.36468,1.36468,0
2014-06-30 00:00,1.36432,1.36975,1.36401,1.36916,54490
2014-07-01 00:00,1.3691,1.37002,1.36754,1.36783,53046
2014-07-02 00:00,1.36784,1.36822,1.36413,1.36587,52709
2014-07-03 00:00,1.36587,1.36643,1.3596,1.36094,63395
2014-07-04 00:00,1.36097,1.3611,1.35853,1.35942,35558
2014-07-05 00:00,1.35942,1.35942,1.35942,1.35942,0
2014-07-06 00:00,1.35942,1.35942,1.35942,1.35942,0
2014-07-07 00:00,1.35934,1.36089,1.35757,1.3604,45507
2014-07-08 00:00,1.36038,1.36171,1.3588,1.36116,46748
2014-07-09 00:00,1.36114,1.36482,1.36021,1.36407,60523
2014-07-10 00:00,1.36407,1.36505,1.35889,1.3608,60622
2014-07-11 00:00,1.36079,1.36246,1.35921,1.36084,51815
2014-07-12 00:00,1.36084,1.36084,1.36084,1.36084,0
2014-07-13 00:00,1.36084,1.36084,1.36084,1.36084,0
2014-07-14 00:00,1.36,1.364,1.35975,1.36185,49463
2014-07-15 00:00,1.36181,1.36279,1.35617,1.3567,71759
2014-07-16 00:00,1.35669,1.35722,1.35211,1.35246,59820
2014-07-17 00:00,1.35246,1.35404,1.35166,1.35261,61111
2014-07-18 00:00,1.35261,1.35358,1.3491,1.35262,65144
2014-07-19 00:00,1.35262,1.35262,1.35262,1.35262,0
2014-07-20 00:00,1.35262,1.35262,1.35262,1.35262,0
2014-07-21 00:00,1.35279,1.35488,1.35128,1.35229,46370
2014-07-22 00:00,1.35226,1.35294,1.34588,1.34652,62524
2014-07-23 00:00,1.34648,1.3474,1.34549,1.34628,46494
2014-07-24 00:00,1.34621,1.34847,1.34382,1.34628,57335
2014-07-25 00:00,1.34628,1.34755,1.34213,1.34294,55810
2014-07-26 00:00,1.34294,1.34294,1.34294,1.34294,0
2014-07-27 00:00,1.34294,1.34294,1.34294,1.34294,0
2014-07-28 00:00,1.34284,1.34437,1.34269,1.34391,39778
2014-07-29 00:00,1.34393,1.34443,1.3404,1.34081,53145
2014-07-30 00:00,1.3408,1.3415,1.33667,1.33962,75997
2014-07-31 00:00,1.33962,1.34003,1.33715,1.33897,65774
2014-08-01 00:00,1.33896,1.34446,1.33783,1.34271,77866
2014-08-02 00:00,1.34271,1.34271,1.34271,1.34271,0
2014-08-03 00:00,1.34271,1.34271,1.34271,1.34271,0
2014-08-04 00:00,1.34296,1.34319,1.34092,1.34212,44921
2014-08-05 00:00,1.34209,1.34245,1.3358,1.33755,58472
2014-08-06 00:00,1.33755,1.33866,1.33332,1.33821,73617
2014-08-07 00:00,1.33814,1.33935,1.33372,1.33627,72265
2014-08-08 00:00,1.33616,1.34325,1.33433,1.3412,77245
2014-08-09 00:00,1.3412,1.3412,1.3412,1.3412,0
2014-08-10 00:00,1.3412,1.3412,1.3412,1.3412,0
2014-08-11 00:00,1.34096,1.34113,1.33802,1.33846,43292
2014-08-12 00:00,1.33841,1.33859,1.33361,1.33686,53055
2014-08-13 00:00,1.33687,1.3415,1.33423,1.33637,60730
2014-08-14 00:00,1.33637,1.34075,1.33484,1.33645,60178
2014-08-15 00:00,1.3364,1.34116,1.33585,1.3399,61904
2014-08-16 00:00,1.3399,1.3399,1.3399,1.3399,0
2014-08-17 00:00,1.3399,1.3399,1.3399,1.3399,0
2014-08-18 00:00,1.33906,1.33989,1.33526,1.33631,45466
2014-08-19 00:00,1.33627,1.33637,1.33132,1.33197,54053
2014-08-20 00:00,1.33194,1.33241,1.32551,1.3259,66641
2014-08-21 00:00,1.3259,1.32881,1.32418,1.32808,56379
2014-08-22 00:00,1.32801,1.32964,1.32204,1.32429,61497
2014-08-23 00:00,1.32429,1.32429,1.32429,1.32429,0
2014-08-24 00:00,1.32429,1.32429,1.32429,1.32429,0
2014-08-25 00:00,1.31976,1.32169,1.31835,1.31916,50004
2014-08-26 00:00,1.31914,1.32146,1.31645,1.3167,60230
2014-08-27 00:00,1.3167,1.32097,1.31526,1.31925,64347
2014-08-28 00:00,1.31912,1.32204,1.31597,1.31816,62144
2014-08-29 00:00,1.31811,1.31962,1.31334,1.31369,56521
2014-08-30 00:00,1.31369,1.31369,1.31369,1.31369,0
2014-08-31 00:00,1.31369,1.31369,1.31369,1.31369,0
2014-09-01 00:00,1.31273,1.31453,1.31189,1.3128,37182
2014-09-02 00:00,1.3128,1.31366,1.31099,1.31323,57787
2014-09-03 00:00,1.31323,1.31599,1.31221,1.31495,68385
2014-09-04 00:00,1.31493,1.31539,1.29199,1.2943,93434
2014-09-05 00:00,1.29429,1.2991,1.29217,1.29511,77730
2014-09-06 00:00,1.29511,1.29511,1.29511,1.29511,0
2014-09-07 00:00,1.29511,1.29511,1.29511,1.29511,0
2014-09-08 00:00,1.29536,1.29588,1.28817,1.28948,73777
2014-09-09 00:00,1.28948,1.29572,1.28593,1.29368,87956
2014-09-10 00:00,1.29358,1.29626,1.28836,1.29166,89984
2014-09-11 00:00,1.29166,1.29518,1.28968,1.29229,78577
2014-09-12 00:00,1.29227,1.29792,1.29085,1.29542,77565
2014-09-13 00:00,1.29542,1.29542,1.29542,1.29542,0
2014-09-14 00:00,1.29542,1.29542,1.29542,1.29542,0
2014-09-15 00:00,1.29677,1.29698,1.29089,1.29393,59591
2014-09-16 00:00,1.29393,1.29949,1.29221,1.29591,75991
2014-09-17 00:00,1.29578,1.29809,1.28516,1.28642,90032
2014-09-18 00:00,1.28644,1.29303,1.28337,1.29215,88394
2014-09-19 00:00,1.29233,1.29287,1.28296,1.28304,98938
2014-09-20 00:00,1.28304,1.28304,1.28304,1.28304,0
2014-09-21 00:00,1.28304,1.28304,1.28304,1.28304,0
2014-09-22 00:00,1.28313,1.28675,1.28161,1.28483,70240
2014-09-23 00:00,1.28469,1.2901,1.28423,1.28484,73401
2014-09-24 00:00,1.28484,1.28638,1.27739,1.27799,76759
2014-09-25 00:00,1.27796,1.27831,1.26965,1.27499,93582
2014-09-26 00:00,1.27492,1.27605,1.26766,1.26831,76357
2014-09-27 00:00,1.26831,1.26831,1.26831,1.26831,0
2014-09-28 00:00,1.26831,1.26831,1.26831,1.26831,0
2014-09-29 00:00,1.26811,1.27147,1.26636,1.26847,82171
2014-09-30 00:00,1.26844,1.27021,1.25708,1.26302,96744
2014-10-01 00:00,1.26303,1.26394,1.25834,1.26235,95822
2014-10-02 00:00,1.26176,1.26987,1.26137,1.26679,117649
2014-10-03 00:00,1.26686,1.26744,1.25003,1.25146,86924
2014-10-04 00:00,1.25146,1.25146,1.25146,1.25146,0
2014-10-05 00:00,1.25146,1.25146,1.25146,1.25146,0
2014-10-06 00:00,1.2512,1.26743,1.25088,1.26546,86725
2014-10-07 00:00,1.26543,1.26816,1.25832,1.26678,123030
2014-10-08 00:00,1.26678,1.27488,1.26223,1.27329,123450
2014-10-09 00:00,1.2736,1.27911,1.2664,1.26898,133149
2014-10-10 00:00,1.26899,1.27158,1.26053,1.26222,98568
2014-10-11 00:00,1.26222,1.26222,1.26222,1.26222,0
2014-10-12 00:00,1.26222,1.26222,1.26222,1.26222,0
2014-10-13 00:00,1.26279,1.27608,1.262,1.27502,103045
2014-10-14 00:00,1.27493,1.27679,1.26396,1.26581,109865
2014-10-15 00:00,1.26581,1.28865,1.26242,1.28375,156537
2014-10-16 00:00,1.28375,1.28448,1.27056,1.28086,139281
2014-10-17 00:00,1.28086,1.28363,1.27438,1.27578,83670
2014-10-18 00:00,1.27578,1.27578,1.27578,1.27578,0
2014-10-19 00:00,1.27578,1.27578,1.27578,1.27578,0
2014-10-20 00:00,1.2755,1.2817,1.27313,1.27994,85766
2014-10-21 00:00,1.27995,1.28398,1.27142,1.27152,98085
2014-10-22 00:00,1.27148,1.27393,1.2637,1.26475,94119
2014-10-23 00:00,1.26458,1.26764,1.2614,1.26459,87870
2014-10-24 00:00,1.26459,1.26954,1.26346,1.26677,80715
2014-10-25 00:00,1.26677,1.26677,1.26677,1.26677,0
2014-10-26 00:00,1.26677,1.26677,1.26677,1.26677,0
2014-10-27 00:00,1.26737,1.27229,1.26655,1.26967,78420
2014-10-28 00:00,1.26965,1.27644,1.26846,1.27326,87001
2014-10-29 00:00,1.27326,1.27703,1.26263,1.26359,91429
2014-10-30 00:00,1.26359,1.2639,1.25473,1.2613,112984
2014-10-31 00:00,1.26123,1.26151,1.24853,1.25248,132020
2014-11-01 00:00,1.25248,1.25248,1.25248,1.25248,0
2014-11-02 00:00,1.25248,1.25248,1.25248,1.25248,0
2014-11-03 00:00,1.25047,1.25135,1.2439,1.2481,114638
2014-11-04 00:00,1.24804,1.25772,1.24804,1.25459,109098
2014-11-05 00:00,1.25457,1.25669,1.2457,1.24852,128009
2014-11-06 00:00,1.24851,1.2533,1.23639,1.23743,150525
2014-11-07 00:00,1.23742,1.24695,1.23577,1.24541,140289
2014-11-08 00:00,1.24541,1.24541,1.24541,1.24541,0
2014-11-09 00:00,1.24541,1.24541,1.24541,1.24541,0
2014-11-10 00:00,1.24672,1.25088,1.24185,1.24194,100169
2014-11-11 00:00,1.24197,1.2499,1.23941,1.24747,80988
2014-11-12 00:00,1.24742,1.24976,1.24191,1.24375,127915
2014-11-13 00:00,1.24368,1.24915,1.2426,1.24759,100911
2014-11-14 00:00,1.24755,1.25461,1.23981,1.25207,122276
2014-11-15 00:00,1.25207,1.25207,1.25207,1.25207,0
2014-11-16 00:00,1.25207,1.25207,1.25207,1.25207,0
2014-11-17 00:00,1.2531,1.25774,1.24453,1.24497,103659
2014-11-18 00:00,1.24497,1.25449,1.24431,1.25356,105865
2014-11-19 00:00,1.2533,1.25989,1.2512,1.25531,113199
2014-11-20 00:00,1.25522,1.25751,1.25041,1.2539,129915
2014-11-21 00:00,1.25391,1.25681,1.23747,1.23916,126790
2014-11-22 00:00,1.23916,1.23916,1.23916,1.23916,0
2014-11-23 00:00,1.23916,1.23916,1.23916,1.23916,0
2014-11-24 00:00,1.23635,1.24444,1.2363,1.2441,94688
2014-11-25 00:00,1.24416,1.2487,1.24015,1.24733,99437
2014-11-26 00:00,1.24731,1.25316,1.24437,1.25053,101578
2014-11-27 00:00,1.25053,1.25232,1.24644,1.24664,65322
2014-11-28 00:00,1.24664,1.24899,1.24263,1.24463,89398
2014-11-29 00:00,1.24463,1.24463,1.24463,1.24463,0
2014-11-30 00:00,1.24463,1.24463,1.24463,1.24463,0
2014-12-01 00:00,1.24613,1.25065,1.24191,1.24688,113700
2014-12-02 00:00,1.24688,1.24759,1.23765,1.23826,98213
2014-12-03 00:00,1.23819,1.23904,1.2301,1.23103,108714
2014-12-04 00:00,1.231,1.24561,1.22778,1.23792,114513
2014-12-05 00:00,1.23792,1.23929,1.22707,1.22856,106279
2014-12-06 00:00,1.22856,1.22856,1.22856,1.22856,0
2014-12-07 00:00,1.22856,1.22856,1.22856,1.22856,0
2014-12-08 00:00,1.22853,1.23437,1.22475,1.23163,104104
2014-12-09 00:00,1.23162,1.24478,1.22918,1.23729,131892
2014-12-10 00:00,1.23725,1.24477,1.23621,1.24467,123366
2014-12-11 00:00,1.2447,1.24947,1.237,1.2411,139236
2014-12-12 00:00,1.24104,1.2485,1.23841,1.24551,117906
2014-12-13 00:00,1.24551,1.24551,1.24551,1.24551,0
2014-12-14 00:00,1.24551,1.24551,1.24551,1.24551,0
2014-12-15 00:00,1.24726,1.2479,1.24144,1.24363,122804
2014-12-16 00:00,1.24356,1.25697,1.24338,1.25096,146427
2014-12-17 00:00,1.25088,1.25154,1.23198,1.23417,135062
2014-12-18 00:00,1.23406,1.23521,1.22654,1.22855,128367
2014-12-19 00:00,1.22849,1.2302,1.222,1.22264,106307
2014-12-20 00:00,1.22264,1.22264,1.22264,1.22264,0
2014-12-21 00:00,1.22264,1.22264,1.22264,1.22264,0
2014-12-22 00:00,1.22254,1.22723,1.22163,1.22302,75189
2014-12-23 00:00,1.22288,1.22454,1.21644,1.21716,81178
2014-12-24 00:00,1.21725,1.22197,1.21692,1.21883,48450
2014-12-25 00:00,1.21883,1.21883,1.21883,1.21883,0
2014-12-26 00:00,1.22181,1.22247,1.21684,1.21775,29570
2014-12-27 00:00,1.21775,1.21775,1.21775,1.21775,0
2014-12-28 00:00,1.21775,1.21775,1.21775,1.21775,0
2014-12-29 00:00,1.21796,1.22206,1.21427,1.21511,68377
2014-12-30 00:00,1.21547,1.2187,1.21236,1.21546,75091
2014-12-31 00:00,1.2155,1.21694,1.20976,1.20996,50262
2015-01-01 00:00,1.20996,1.20996,1.20996,1.20996,0
2015-01-02 00:00,1.20998,1.21087,1.20003,1.20018,87915
2015-01-03 00:00,1.20018,1.20018,1.20018,1.20018,0
2015-01-04 00:00,1.20018,1.20018,1.20018,1.20018,0
2015-01-05 00:00,1.19404,1.1976,1.185,1.19324,125944
2015-01-06 00:00,1.19318,1.19685,1.18838,1.18896,123215
2015-01-07 00:00,1.18878,1.18961,1.18018,1.18387,131684
2015-01-08 00:00,1.18332,1.18471,1.17538,1.17897,108239
2015-01-09 00:00,1.17929,1.18457,1.17621,1.18349,123379
2015-01-10 00:00,1.18349,1.18349,1.18349,1.18349,0
2015-01-11 00:00,1.18349,1.18349,1.18349,1.18349,0
2015-01-12 00:00,1.18451,1.18707,1.17859,1.18332,109334
2015-01-13 00:00,1.18322,1.18592,1.17528,1.17712,110739
2015-01-14 00:00,1.1769,1.18461,1.17271,1.17877,125770
2015-01-15 00:00,1.17868,1.17924,1.15661,1.16267,187595
2015-01-16 00:00,1.16268,1.16484,1.14595,1.15665,158725
2015-01-17 00:00,1.15665,1.15665,1.15665,1.15665,0
2015-01-18 00:00,1.15665,1.15665,1.15665,1.15665,0
2015-01-19 00:00,1.15504,1.16387,1.15503,1.16059,103096
2015-01-20 00:00,1.16059,1.16145,1.154,1.15501,104473
2015-01-21 00:00,1.15494,1.16794,1.15412,1.16094,118560
2015-01-22 00:00,1.16076,1.16485,1.13158,1.13643,137204
2015-01-23 00:00,1.1357,1.13735,1.11142,1.12081,152209
2015-01-24 00:00,1.12081,1.12081,1.12081,1.12081,0
2015-01-25 00:00,1.12081,1.12081,1.12081,1.12081,0
2015-01-26 00:00,1.11485,1.12952,1.10972,1.12369,119757
2015-01-27 00:00,1.12367,1.14225,1.12233,1.13796,118813
2015-01-28 00:00,1.13787,1.13822,1.12758,1.12859,117490
2015-01-29 00:00,1.12876,1.13675,1.12615,1.1319,108009
2015-01-30 00:00,1.13179,1.13636,1.12768,1.12803,102530
2015-01-31 00:00,1.12803,1.12803,1.12803,1.12803,0
2015-02-01 00:00,1.12803,1.12803,1.12803,1.12803,0
2015-02-02 00:00,1.13072,1.1362,1.1292,1.13397,88824
2015-02-03 00:00,1.13392,1.15335,1.13119,1.14793,115847
